Transaction_Text,Expected,source,Predicted,Confidence,Exception
NACH PIZZAHUT FOOD ORDER_69620710,Food,extreme_unseen_holdout,Food,0.9394090840135607,False
dunzo grocery purchaase-11431861,Food,extreme_unseen_holdout,Food,0.9078185727225918,False
UTR-1175403423 bIgbasket cafe paYent*23910105,Food,extreme_unseen_holdout,Food,0.9491005933155803,False
Zomato*Meaal*Bill MERCHANT,Food,extreme_unseen_holdout,Food,0.8288033898207097,False
NACH FooDCOurt restAUranT payMeNt,Food,extreme_unseen_holdout,Food,0.9840034053425409,False
UTR_9897578505:NACH:pizzahut:caf:epayment:CHARGE,Food,extreme_unseen_holdout,Food,0.5167376153322638,True
ID 4546246003 order/instamart/food,Food,extreme_unseen_holdout,Food,0.8496757162185586,False
REF/6598876483_SuPermARket_dINneR_orDER/40415349,Food,extreme_unseen_holdout,Travel,0.3002459866069798,True
Ref/823317222 CAFE GROCERY REF PAYMENT,Food,extreme_unseen_holdout,Food,0.9943510618000537,False
ccd-meal-bill ACCOUNT:99054544,Food,extreme_unseen_holdout,Food,0.9637196072525774,False
ECS Ref:8705870321 gRoceRy dOmInos PurchaSE/34269809,Food,extreme_unseen_holdout,Food,0.9436975548070785,False
Bill:Supermarket:Meal CHARGE,Food,extreme_unseen_holdout,Food,0.9415149027561778,False
GROCERY PURCHASE FOODCOURT,Food,extreme_unseen_holdout,Food,0.9867935324223415,False
ID-6687345779 starbucks/cafe/payment/53236476,Food,extreme_unseen_holdout,Food,0.8825291678777665,False
NACH Fod Order Kfc,Food,extreme_unseen_holdout,Food,0.6899693911039324,False
grocwry cafe purchase_79716441,Food,extreme_unseen_holdout,Food,0.8966865924358672,False
Ref-4448605808 zepto restaurant payment 90772138,Food,extreme_unseen_holdout,Food,0.9880891262606193,False
ID/8040447869/NEF/CaNteen/CafE/payment,Food,extreme_unseen_holdout,Food,0.8893302729579236,False
UPI payment-45983710 dominos acfe MERCHANT,Food,extreme_unseen_holdout,Food,0.7324080386903538,False
Utr-2624440325 Zomato Grocery Purchase,Food,extreme_unseen_holdout,Food,0.9531178420446842,False
ID 4200649560 Bigbasket Meal Bill,Food,extreme_unseen_holdout,Food,0.9776790382568731,False
NACH bAKery DinNeR oRder_30215287,Food,extreme_unseen_holdout,Food,0.9354860706999798,False
Ref:9021497952 dinner order POS dunzo REF:56912654,Food,extreme_unseen_holdout,Food,0.9588704730568361,False
BANK zomato cafe payment DR,Food,extreme_unseen_holdout,Food,0.9433171157137863,False
Ref cafe dinnre order 9408110750,Food,extreme_unseen_holdout,Food,0.9213365719492337,False
Ref:4029049959 Dinner Order Dunzo MERCHANT,Food,extreme_unseen_holdout,Food,0.9575925288926371,False
instamart restaurant UTR-6073430183 paynent,Food,extreme_unseen_holdout,Food,0.9132822236940841,False
ZEPT*OGROCERY*PURCHASE*SUCCESS,Food,extreme_unseen_holdout,Food,0.5993476041975426,True
Ref/3420245749-Payment-Restaurant-Cafe-34443377,Food,extreme_unseen_holdout,Food,0.9962215965001958,False
ID:7708475509*grocery*meal*bill,Food,extreme_unseen_holdout,Food,0.9982595513542522,False
kfC meal Bill PAID,Food,extreme_unseen_holdout,Food,0.9677282325293994,False
UTR*3585635700 HOTEL AIRINIDA BOOKING MERCHANT,Travel,extreme_unseen_holdout,Travel,0.9100036905557422,False
Uber/Travel/Payment,Travel,extreme_unseen_holdout,Travel,0.9451755959043856,False
UTR/8032692621 airindia flight ticket_54247790,Travel,extreme_unseen_holdout,Travel,0.9727252354706882,False
Ref 9779973322 IMPS akasa ticket rai ACCOUNT,Travel,extreme_unseen_holdout,Travel,0.8781670523949756,False
Ola Flight Ticket/99391386C OMPLETED,Travel,extreme_unseen_holdout,Travel,0.955881410751806,False
Ticket Fuel Rail,Travel,extreme_unseen_holdout,Travel,0.9992767543641439,False
Ref_1069164224 UPI Iocl Flight Ticket ACCOUNT,Travel,extreme_unseen_holdout,Travel,0.9583953232113406,False
POS Makemytrip Fuel Payment,Travel,extreme_unseen_holdout,Travel,0.9622179726614414,False
BANK:UTR:9242237061:irctc:ravel:payment 61826948,Travel,extreme_unseen_holdout,Travel,0.9065214400305992,False
REF*3822893141 olA fuEl pAyment,Travel,extreme_unseen_holdout,Travel,0.9702692757996161,False
NEFT taxi-travel-payment TXN UTR:7290350423,Travel,extreme_unseen_holdout,Travel,0.9391421570468328,False
Ref-9822662170 fuel airport payment/17924650,Travel,extreme_unseen_holdout,Travel,0.9638933534417675,False
UPI INDIGO FUEL PAYMENT:12182540 MERCHANT,Travel,extreme_unseen_holdout,Travel,0.9538033710306695,False
NEFT UTR/1401407804 metro flight ticket/28071476,Travel,extreme_unseen_holdout,Travel,0.955743006624402,False
UTR_7928166615 RAILWAY TRAVEL PAYMENT/88439231,Travel,extreme_unseen_holdout,Travel,0.9671588162616832,False
ECS/FuEl/raIl/tiCket,Travel,extreme_unseen_holdout,Travel,0.946186169633217,False
BANK REDBUS*FLIGHT**TICKET/64063783,Travel,extreme_unseen_holdout,Travel,0.9784616958739089,False
UPI Ref:88695203 taXI hotlE bookInG,Travel,extreme_unseen_holdout,Travel,0.8607233763588052,False
BANK PAYYMENT FUEL RAPIDO COMPLETED,Travel,extreme_unseen_holdout,Travel,0.9118811809791786,False
UPI Utr/1972578683 Booking Cab Fare/4312171,Travel,extreme_unseen_holdout,Travel,0.9055960092993833,False
UPI TAXI BOOKING HOTLE ORDER,Travel,extreme_unseen_holdout,Travel,0.6843066244603228,False
NEFT:REDBUS:CAB:FARE-64270364 ACCOUNT,Travel,extreme_unseen_holdout,Travel,0.9570550057820347,False
INDIGO/TRAVEL/PAYMETN_56771526,Travel,extreme_unseen_holdout,Travel,0.8622860161500152,False
ID:1791307739 airport rail ticket_91708207,Travel,extreme_unseen_holdout,Travel,0.9602021552889511,False
NACH Id/3531985080/Fuel/Flight/Tiicket,Travel,extreme_unseen_holdout,Travel,0.8902335105447807,False
CHARGE cab fare ID-9125849374 oyo,Travel,extreme_unseen_holdout,Travel,0.9585366440984256,False
rAiilWaY cAb FARe,Travel,extreme_unseen_holdout,Travel,0.9914156973999907,False
Ref*3147990154 UPI taxi hoetl booking ONLINE,Travel,extreme_unseen_holdout,Travel,0.6901070586901762,False
OLA FLIGHHT TICKET,Travel,extreme_unseen_holdout,Travel,0.9899769328331448,False
TXN AIRINDIA/CAB/FARE,Travel,extreme_unseen_holdout,Travel,0.7609355952157184,False
RAPIDO*FLIGHT*TICKET*66190751,Travel,extreme_unseen_holdout,Travel,0.9959923690319772,False
ID_1106485273 uber:travel:payment:93089641 TXN,Travel,extreme_unseen_holdout,Travel,0.9402643022610977,False
UTR 4461611807 POS fare cab ooy*90397199,Travel,extreme_unseen_holdout,Travel,0.8513766778532159,False
IMPS iyo payment fuel 29180420 CARD,Travel,extreme_unseen_holdout,Travel,0.9044005583204106,False
CAB METRO FARE,Travel,extreme_unseen_holdout,Travel,0.9848305860095394,False
booking_rail_ticket REF,Travel,extreme_unseen_holdout,Travel,0.9755387588028616,False
Id/295728512 Petrol Rail Ticket/20013897 Dr,Travel,extreme_unseen_holdout,Travel,0.9759856714181603,False
ID*9578133707 taxi hotel booking 25273613,Travel,extreme_unseen_holdout,Travel,0.9799832991152073,False
POS Ref 5229119915 tax*flight*ticket PAYMENT,Travel,extreme_unseen_holdout,Travel,0.9426389179889416,False
rail ticket iocl SUCCESS,Travel,extreme_unseen_holdout,Travel,0.9695939573298343,False
Txn Rail Ticket Goibibo,Travel,extreme_unseen_holdout,Travel,0.9871911102343788,False
payment*37647370:ola:ACCOUNT:fuel,Travel,extreme_unseen_holdout,Travel,0.9361980841477116,False
raiLwy HOTEl bOokiNg-78668101,Travel,extreme_unseen_holdout,Travel,0.992667355123724,False
UTR-1813078064_fuel_rail_ticket,Travel,extreme_unseen_holdout,Travel,0.990594005211273,False
UTR_3983240225 OLA FUEL PAYMENT,Travel,extreme_unseen_holdout,Travel,0.9225034667283283,False
UTR-1275113011 TICKET RAPIDO RAIL ACCOUNT/7495486,Travel,extreme_unseen_holdout,Travel,0.9507542982655927,False
TXN tai travel payment DR_23590676,Travel,extreme_unseen_holdout,Travel,0.8905468567239329,False
ID 4360902694 ticket flight iocl,Travel,extreme_unseen_holdout,Travel,0.9824395045301547,False
Iocl Flight Ticket Card,Travel,extreme_unseen_holdout,Travel,0.9848671848742014,False
Imps Travel Payment*32150453 Akasa,Travel,extreme_unseen_holdout,Travel,0.9768440316800561,False
booking-flight-ticket-BANK,Travel,extreme_unseen_holdout,Travel,0.9890684331974725,False
NEFT indigo cab fare:48166743,Travel,extreme_unseen_holdout,Travel,0.982028924516961,False
UTR/985556586 iocl railt icket,Travel,extreme_unseen_holdout,Travel,0.8607243678000029,False
Ref_647508203 fuel rial ticket SUCCESS,Travel,extreme_unseen_holdout,Travel,0.9812466618498931,False
UPI redbus*flight*ticket PAID-65568845,Travel,extreme_unseen_holdout,Travel,0.9825938927873955,False
ECS redBus RaiL tiCKeT:39743891,Travel,extreme_unseen_holdout,Travel,0.9834878040163244,False
BANK ID:6545542679 REDBUS TRAVEL PAYMENT,Travel,extreme_unseen_holdout,Travel,0.9621185494460285,False
AIRINDIA*FUEL*PAYMENT,Travel,extreme_unseen_holdout,Travel,0.9808166644218255,False
airrindia/fuel/payment:41230370,Travel,extreme_unseen_holdout,Travel,0.9745711046782695,False
flight irctc ticket,Travel,extreme_unseen_holdout,Travel,0.9973549612234073,False
Ref 6030354209 IMPS redbus fuel payment,Travel,extreme_unseen_holdout,Travel,0.9717148155017087,False
travel 14363805 fuel payment,Travel,extreme_unseen_holdout,Travel,0.9988810746754757,False
TXN fuel airindia payment,Travel,extreme_unseen_holdout,Travel,0.9688350024403604,False
BANK ubER fuEl paYment,Travel,extreme_unseen_holdout,Travel,0.9772833738701973,False
ola-fuel-payment CARD,Travel,extreme_unseen_holdout,Travel,0.9319382886322038,False
ID-7018767505 NEFT metro:travel:payment_7195133,Travel,extreme_unseen_holdout,Travel,0.9238278613117147,False
Ref*7498247125/fuel/payment/railway/DEBIT,Travel,extreme_unseen_holdout,Travel,0.9046925958420304,False
POS payment travel indigo,Travel,extreme_unseen_holdout,Travel,0.9508460862077006,False
hotel UPI Ref/6889883908 iocl booking,Travel,extreme_unseen_holdout,Travel,0.968435822312031,False
payment BANK fuel redbus DR,Travel,extreme_unseen_holdout,Travel,0.9589197430980864,False
Ref/9269300489 Metro Fuel Payment,Travel,extreme_unseen_holdout,Travel,0.991353579784453,False
petrol rail ticket 97649871,Travel,extreme_unseen_holdout,Travel,0.9967244207235425,False
UTR*4353784782*POS*flight*ticket*iocl,Travel,extreme_unseen_holdout,Travel,0.9598289152270706,False
REF-7070224239/AIRPORT/FLIGHT/TICKET*48989060,Travel,extreme_unseen_holdout,Travel,0.9642204418132561,False
AIriNdia_fUel_pAyment_24527072 ORDER,Travel,extreme_unseen_holdout,Travel,0.8875128012763897,False
GOIBIBO RAIL TICKET/28907679,Travel,extreme_unseen_holdout,Travel,0.9793910452071534,False
Ref*608765550 FARE CAB GOIBIBO-45084056,Travel,extreme_unseen_holdout,Travel,0.9722462745240201,False
COMPLETED/58921065-booking-TXN-rail-ticket,Travel,extreme_unseen_holdout,Travel,0.9528410991588965,False
ECS/booking/travel/payment,Travel,extreme_unseen_holdout,Travel,0.8849586708320538,False
BANK ID*388652726 rail ticket bookimg:61272152,Travel,extreme_unseen_holdout,Travel,0.9387940703974457,False
airindia/rail/tickeet ACCOUNT:30548555,Travel,extreme_unseen_holdout,Travel,0.8224043626568552,False
UTR_9181252313 meetro cab fare CARD,Travel,extreme_unseen_holdout,Travel,0.9012129854706064,False
ID 1202850592 MaKemYtriP hotel bOOKng,Travel,extreme_unseen_holdout,Travel,0.9674297288067445,False
Uber Payment Ttravel Id:2291652058,Travel,extreme_unseen_holdout,Travel,0.9416170468570983,False
Ref:1912001331 uber travel payment,Travel,extreme_unseen_holdout,Travel,0.9861774488311441,False
UPI paayment ola travel,Travel,extreme_unseen_holdout,Travel,0.9377962308630133,False
airiindia-flight-ticket,Travel,extreme_unseen_holdout,Travel,0.995601995847255,False
POS tikcet*goibibo*rail ORDER,Travel,extreme_unseen_holdout,Travel,0.6203701549664222,False
NACH redBUS_fligHt_tiCkEt,Travel,extreme_unseen_holdout,Travel,0.9797366305996349,False
mAKEMyTRip/FAre/PAYMENT/caB,Travel,extreme_unseen_holdout,Travel,0.9413444085717958,False
indigo travel payment DEBIT,Travel,extreme_unseen_holdout,Travel,0.9482021901486732,False
Ref/6997068918_rapido_hotel_booking_SUCCESS_51676480,Travel,extreme_unseen_holdout,Travel,0.28396772811353516,True
uber fuel payment CARD,Travel,extreme_unseen_holdout,Travel,0.9635888278835508,False
UPI UTR-3021280195 Metro Fuel Payment_96495132 COMPLETED,Travel,extreme_unseen_holdout,Travel,0.8725586033887222,False
Ref-7315590707/redbus/flight/ticket*89658340/ONLINE,Travel,extreme_unseen_holdout,Travel,0.88785340037516,False
Neft-Rapido-Fuel-Payment PAID,Travel,extreme_unseen_holdout,Travel,0.9613817302011748,False
goibibo*IMPS*fare*cab,Travel,extreme_unseen_holdout,Travel,0.9799029031409013,False
airindia travelp ayment/33919165,Travel,extreme_unseen_holdout,Travel,0.9069435817608873,False
TRAVEL INDIGO PAYMENT,Travel,extreme_unseen_holdout,Travel,0.9857689989123893,False
oyo/flight/ticket,Travel,extreme_unseen_holdout,Travel,0.9595738465651408,False
educationloan:installment:deduction-41070287,EMI,extreme_unseen_holdout,EMI,0.9853876669054783,False
Upi Simpl Emi Ref_342650681 Payment*13511433,EMI,extreme_unseen_holdout,EMI,0.9747549970275994,False
ECS vehiclefinance:loan:installment,EMI,extreme_unseen_holdout,EMI,0.99569810343219,False
Creditcard Loan Payment/41598503,EMI,extreme_unseen_holdout,EMI,0.9580660976479463,False
BANK Ref*3349753437*vehilefinance*monthly*repayment 13320378,EMI,extreme_unseen_holdout,EMI,0.9660436778052824,False
Ref 9332303022 personalloan-loan-payment-68431971 MERCHANT,EMI,extreme_unseen_holdout,EMI,0.866855122805897,False
Utr_2968262277_Creditcard_Mothly_Repayment,EMI,extreme_unseen_holdout,EMI,0.9040542671923024,False
bnpL*motNhLY*rePAYment-75357683,EMI,extreme_unseen_holdout,EMI,0.9349601189578715,False
ECS Ecs*auto*DeBit*13907274,EMI,extreme_unseen_holdout,EMI,0.9363219315738018,False
Ref 40890843 Nach Monthly Repayment,EMI,extreme_unseen_holdout,EMI,0.9460327666666264,False
nach loan payment-35805714,EMI,extreme_unseen_holdout,EMI,0.9760373667176052,False
bnpL-loAn-InStALlMENt-PID-96628120,EMI,extreme_unseen_holdout,EMI,0.9963585552473674,False
ID:9313500591 deductionb ikeloan installment,EMI,extreme_unseen_holdout,EMI,0.9961859645849379,False
ID-8344610035 NEFT BNPL INSTALLMENT DEDUCTION COMPLETED,EMI,extreme_unseen_holdout,EMI,0.9722944278984783,False
moRtGage repaynenT MonthlY ORDER,EMI,extreme_unseen_holdout,EMI,0.8117283520617605,False
POS Monthly Nach Repayment,EMI,extreme_unseen_holdout,EMI,0.8614680326832629,False
POS PERSONALLOAN MONTHLY REPAYMENT*61970271,EMI,extreme_unseen_holdout,EMI,0.9461000744150493,False
IMPS ID 8274481785 homeloan monhly repayment DEBIT 48347810,EMI,extreme_unseen_holdout,EMI,0.9758854946138579,False
paylater PAID TXN monthly repayment UTR_5438794415,EMI,extreme_unseen_holdout,EMI,0.9501384492805113,False
TXN bAjAJFiNANcE loaN pAymENt_87831849 DR,EMI,extreme_unseen_holdout,EMI,0.9554712833598467,False
NACH hoMELoAn MOntHly RepaymEnt_86233900,EMI,extreme_unseen_holdout,EMI,0.9738855262638618,False
mortgage:inatallment:deduction,EMI,extreme_unseen_holdout,EMI,0.9777489751711015,False
Ref-9537431280 Txn/Bikeloan/Payment/Emi,EMI,extreme_unseen_holdout,EMI,0.9345807300155238,False
educationloan installment loan ECS**26585320,EMI,extreme_unseen_holdout,EMI,0.9916526313498404,False
NEFT simpl:monthly:repaymment,EMI,extreme_unseen_holdout,EMI,0.8484113344287847,False
UTR-1413828708-nAch-monthLy-rePAyMEn-81034179,EMI,extreme_unseen_holdout,EMI,0.8784367099060981,False
homeloan emi payment ONLINE/76439649,EMI,extreme_unseen_holdout,EMI,0.9767562225163879,False
IMPS Ref_1444598745 mortgage installment deduction 70629821,EMI,extreme_unseen_holdout,EMI,0.9875693753686626,False
NEFT REF_2258785689 CREDITCARD INSTALLMENT DEDUCTION,EMI,extreme_unseen_holdout,EMI,0.9840276363542197,False
Utr:7742619700-Bajajfinance-Emi-Payment-Success,EMI,extreme_unseen_holdout,EMI,0.9785274365807698,False
UTR*8658064967 bajajfinance installlment deduction,EMI,extreme_unseen_holdout,EMI,0.9833823218660558,False
auto educationloan debit_1767526 PAID,EMI,extreme_unseen_holdout,EMI,0.9346631945847587,False
ID:9764680771 bnpl emi payment CHARGE,EMI,extreme_unseen_holdout,EMI,0.9770477693527294,False
UTR_5495197846 IMPS ecs loan installment:93488926,EMI,extreme_unseen_holdout,EMI,0.9804148958819818,False
UTR*4784265242 nach loan installment DR/85243262,EMI,extreme_unseen_holdout,EMI,0.9931374087304056,False
ID_6410746346 NACH SIMpl loan InsTallmeNT,EMI,extreme_unseen_holdout,EMI,0.9841721635614074,False
SIMpl EmI PaymEnt*118015443 COMPLETED,EMI,extreme_unseen_holdout,EMI,0.9286525681969929,False
mortgage/loan/installment,EMI,extreme_unseen_holdout,EMI,0.9905107051514246,False
TXN:UTR:8336221638:caRLoAn:lOaN:PAymEnt,EMI,extreme_unseen_holdout,EMI,0.9625368544022679,False
NCAH payment_11596344 emi installment,EMI,extreme_unseen_holdout,EMI,0.9764691901972313,False
debit lendIngkaRT UTR_6471477599 AUtO_23748357,EMI,extreme_unseen_holdout,EMI,0.9277598539681527,False
PAYmenT eI bajajfInAnCE-17447865,EMI,extreme_unseen_holdout,EMI,0.821779331355172,False
monthly repayment/40115139 emi,EMI,extreme_unseen_holdout,EMI,0.9965070555243846,False
UPI personalloan/monthly/repayment,EMI,extreme_unseen_holdout,EMI,0.9099363935889083,False
installment/528565 TXN loan nortgage,EMI,extreme_unseen_holdout,EMI,0.9936660544642548,False
educatIoNloAn MERCHANT-64563922 payment LOAn Ref:7173827576,EMI,extreme_unseen_holdout,EMI,0.8481426307151898,False
emi UTR*1785974147 payment loan,EMI,extreme_unseen_holdout,EMI,0.9978125799076649,False
emi auto debit TXN,EMI,extreme_unseen_holdout,EMI,0.9975672606304213,False
eMI paymEnt/29645993 moRTgaGe,EMI,extreme_unseen_holdout,EMI,0.9932981441005979,False
UTR:2731639706 nbpl loan payment,EMI,extreme_unseen_holdout,EMI,0.9737521151491384,False
Neft Ref_3164504335 Lendingkart Auto Debit,EMI,extreme_unseen_holdout,EMI,0.9551179643121676,False
emi*loan*installment,EMI,extreme_unseen_holdout,EMI,0.9994791248977792,False
IMPS bikeloan eim payment:71936278,EMI,extreme_unseen_holdout,EMI,0.7304363447168822,False
installmet/emi/payment*2893602 CHARGE,EMI,extreme_unseen_holdout,EMI,0.9603102420302965,False
Debit Educationloan Auto,EMI,extreme_unseen_holdout,EMI,0.9764020380466908,False
emi emi ppayment 24961225,EMI,extreme_unseen_holdout,EMI,0.9979079229333022,False
UTR*2805876815 bajajfinance loan installmnt PAID_78885103,EMI,extreme_unseen_holdout,EMI,0.9659888115368874,False
emi installment deduction ONLINE,EMI,extreme_unseen_holdout,EMI,0.9932369266699818,False
naCh auTo DEbit COMPLETED 291593,EMI,extreme_unseen_holdout,EMI,0.877689158455935,False
ID/7265602732/emi/emi/payment ORDER,EMI,extreme_unseen_holdout,EMI,0.8979877325935881,False
Bnpl Loan Payment Merchant,EMI,extreme_unseen_holdout,EMI,0.9257996324511293,False
mortgage*losn*payment*BANK_28319722,EMI,extreme_unseen_holdout,EMI,0.7685040993221994,False
ID 8675421261 BAJAJFINANCE_AUTO_DEBIT*64294549,EMI,extreme_unseen_holdout,EMI,0.9861125055152317,False
ReF-9124528924-UPI-nacH-loA-paymeNt,EMI,extreme_unseen_holdout,EMI,0.5575658361771371,True
payment creditcard loan*78316793,EMI,extreme_unseen_holdout,EMI,0.9600499983201083,False
installmnt mortgage loan REF,EMI,extreme_unseen_holdout,EMI,0.988681760480184,False
UTR:6639156051 LENDINGKART AUTO DEBIT,EMI,extreme_unseen_holdout,EMI,0.9491529760062093,False
POS leNDingKaRt INsTaLlmeNT DeDuCtiON,EMI,extreme_unseen_holdout,EMI,0.9557419608763503,False
IMPS UTR:7038484339 CARLOANEMI PAYMENT,EMI,extreme_unseen_holdout,EMI,0.5259328640524138,True
caloan-loan-installment*57779352,EMI,extreme_unseen_holdout,EMI,0.9997926503103891,False
